Molecule,Manufacturer,Product,MIDAS Corporation,Corporation,ATC4,ATC3,ATC2,ATC1,Total Market,Market,Molecule Combination Type,Launch Year,Strength,Pack,Launch Date,Retail Price,NFC1,NFC2,NFC3,2022 LC Value,2022 Units,2023 LC Value,2023 Units,2024 LC Value,2024 Units,2025 LC Value,2025 Units,2026 LC Value,2026 Units
OLEA EUROPEA,FRESENIUS KABI,SMOF,FRESENIUS,FRESENIUS KABI*,K01D1 FAT EMULSIONS. PLAIN,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0020%,EMULSION 20 % 1 250 ML,201808,55.87,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,143923.0,2576.0,149396.0,2674.0,168673.0,3019.0,327509.0,5862.0,447.0,8.0
OLEA EUROPEA,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2024.0,0000,BAG INF 1 1477 ML,202410,303.37,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,184449.0,608.0,1368806.0,4512.0,291235.0,960.0
OLEA EUROPEA,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2024.0,0000,BAG INF 1 1970 ML,202410,346.75,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,,,11096.0,32.0,4161.0,12.0
OLEA EUROPEA,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2024.0,0000,BAG INF 1 2463 ML,202411,381.7,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,,,113365.0,297.0,,
OLEA EUROPEA,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,BAG INF 1 1477 ML,202410,303.37,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,6674.0,22.0,160181.0,528.0,,
OLEA EUROPEA,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,BAG INF 1 1970 ML,202410,346.75,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,62762.0,181.0,255209.0,736.0,24967.0,72.0
OLEA EUROPEA,FRESENIUS KABI,SMOFKABIVEN CNTRL,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,BAG INF 1 2463 ML,202411,381.7,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,,,,,19085.0,50.0,306121.0,802.0,116419.0,305.0
OLEA EUROPEA,FRESENIUS KABI,SMOFKABIVEN PERIPH,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,LPO,COMBI,2018.0,0000,EMUL INF BAG 1 1904 ML,201807,207.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,404892.0,1956.0,360594.0,1742.0,387090.0,1870.0,517500.0,2500.0,149040.0,720.0
OLEA EUROPEA,FRESENIUS KABI,SMOFKABIVEN PERIPH,FRESENIUS,FRESENIUS KABI*,K01D2 FAT EMULSIONS. COMBINAT,K01D FAT EMULSIONS. INCL TPN,K01 INTRAVENOUS SOLUTIONS,K0 HOSPITAL SOLUTIONS,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0000,EMUL INF BAG 1 1904 ML,201807,207.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQE PARENT ORD INFUSION BAGS,584568.0,2824.0,354798.0,1714.0,371772.0,1796.0,355419.0,1717.0,89424.0,432.0
OLEA EUROPEA,GANIKDERMA SRL,GANIKDERMA,GANIKDERMA SRL,GANIKDERMA SRL,D03A9 OTH WOUND HEALING AGENTS,D03A WOUND HEALING AGENTS,D03 WOUND HEALING AGENTS,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2018.0,0000,OINT 1 20 ML,201801,68.0,M TOPIC DERMATOL HAEMOR EXTERN,MS TOP EXT OINTMENTS,MSA TOP EXT OINTMENTS N O S,1224.0,18.0,,,,,,,,
OLEA EUROPEA,HLH BIOPHARMA,SNORE SOOTHE,HLH BIOPHARMA,HLH BIOPHARMA,V07A0 OTHER NON-THERAPEUTIC,V07A OTHER NON-THERAPEUTIC,V07 OTHER NON-THERAPEUTIC,V0 VARIOUS,TOTAL MARKET,PRIVATE MARKET,COMBI,2020.0,0000,MOUTH SPRAY 1 30 ML,202008,38.5,K ORAL TOPICAL,KG ORAL TOP LIQUIDS,KGC ORAL TOP SPRAYS WITHOUT GAS,2965.0,77.0,,,,,,,,
OLEA EUROPEA,JAMJOOM PHARMA,COMFY OLIVE,JAMJOOM PHARMA,JAMJOOM PHARMA,D02A0 EMOLLIENTS & PROTECTIVES,D02A EMOLLIENTS & PROTECTIVES,D02 EMOLLIENTS & PROTECTIVES,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,DPR RSH CRM 1 100 G,202409,40.5,M TOPIC DERMATOL HAEMOR EXTERN,MT TOP EXT CREAMS,MTA TOP EXT CREAMS N O S,,,,,4455.0,110.0,63061.0,1557.0,7898.0,195.0
OLEA EUROPEA,LACORIUM HEALTH,FLEXITOL,LACORIUM HEALTH,LACORIUM HEALTH*,D02A0 EMOLLIENTS & PROTECTIVES,D02A EMOLLIENTS & PROTECTIVES,D02 EMOLLIENTS & PROTECTIVES,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2012.0,0000,CR.HEEL MAGI 1 70 G,201205,65.0,M TOPIC DERMATOL HAEMOR EXTERN,MT TOP EXT CREAMS,MTA TOP EXT CREAMS N O S,3380.0,52.0,39715.0,611.0,,,,,,
OLEA EUROPEA,LIFE ON HEALTHCARE,TRP AC OMEGA-LIFE,LIFE ON HEALTHCARE,LIFE ON HEALTHCARE,V03X0 ALL OTH.THERAPEUTIC PRDS,V03X ALL OTH.THERAPEUTIC PRDS,V03 OTHER THERAPEUTIC PRODS,V0 VARIOUS,TOTAL MARKET,PRIVATE MARKET,COMBI,2024.0,0000,CAPS 30,202408,33.92,A ORAL SOLID ORDINARY,AC ORAL S ORD CAPSULES,ACA ORAL S ORD CAPSULES,,,,,3392.0,100.0,18284.0,539.0,9667.0,285.0
OLEA EUROPEA,PROMOPHARMA,CALIP PLUS,PROMO PHARMA,PROMOPHARMA*,C10B0 ANTI-ATHEROMA NATRL ORIG,C10B ANTI-ATHEROMA NATRL ORIG,C10 LIPID-REG/A-ATHEROMA PRD,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,COMBI,2021.0,0010MG,TABS 10 MG 30,202108,123.76,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,124008.0,1002.0,631919.0,5106.0,751596.0,6073.0,371.0,3.0,,
OLEA EUROPEA,PROMOPHARMA,CALIP PLUS,PROMO PHARMA,PROMOPHARMA*,C10B0 ANTI-ATHEROMA NATRL ORIG,C10B ANTI-ATHEROMA NATRL ORIG,C10 LIPID-REG/A-ATHEROMA PRD,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2021.0,0010MG,TABS 10 MG 30,202108,123.76,A ORAL SOLID ORDINARY,AA ORAL S ORD TABLETS,AAA ORAL S ORD TABLETS,7302.0,59.0,20421.0,165.0,12747.0,103.0,117696.0,951.0,9530.0,77.0
OLEA EUROPEA,PROMOPHARMA,PROCT 03,PROMO PHARMA,PROMOPHARMA*,C05A2 A-HAEMORRHOID W/O CORTIC,C05A TOPICAL ANTIHAEMORRHOIDAL,C05 A-VARICOSE/A-HAEMORRHOID,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,COMBI,2023.0,0000,CREAM 1 25 ML,202301,42.84,M TOPIC DERMATOL HAEMOR EXTERN,MT TOP EXT CREAMS,MTA TOP EXT CREAMS N O S,,,42883.0,1001.0,,,,,,
OLEA EUROPEA,PROMOPHARMA,PROCT 03,PROMO PHARMA,PROMOPHARMA*,C05A2 A-HAEMORRHOID W/O CORTIC,C05A TOPICAL ANTIHAEMORRHOIDAL,C05 A-VARICOSE/A-HAEMORRHOID,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0000,CREAM 1 25 ML,202301,42.84,M TOPIC DERMATOL HAEMOR EXTERN,MT TOP EXT CREAMS,MTA TOP EXT CREAMS N O S,,,1500.0,35.0,,,643.0,15.0,214.0,5.0
OLEA EUROPEA,ZYMO COSMETICS,FOLIGAIN HAIR,ZYMO COSMETICS,ZYMO COSMETICS,D11A0 OTHER DERMATOLOGICAL PREP,D11A OTHER DERMATOLOGICAL PREP,D11 OTHER DERMATOLOGICAL PREP,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2016.0,0000,LOTION 1 100 ML,201604,80.0,M TOPIC DERMATOL HAEMOR EXTERN,MG TOP EXT LIQUIDS,MGS TOP EXT LOTIONS,,,26240.0,328.0,17120.0,214.0,6400.0,80.0,1120.0,14.0
OLEIC ACID,JULPHAR,MEBO,JULPHAR,JULPHAR*,D03A9 OTH WOUND HEALING AGENTS,D03A WOUND HEALING AGENTS,D03 WOUND HEALING AGENTS,D0 DERMATOLOGICALS,TOTAL MARKET,LPO,COMBI,2011.0,0000,DRE.40X60MM 5 .75 G,201103,75.0,M TOPIC DERMATOL HAEMOR EXTERN,MW TOP EXT MEDIC DRESSINGS,MWA TOP EXT PLASTERS WITH SUBST,48000.0,640.0,112500.0,1500.0,63600.0,848.0,91125.0,1215.0,18000.0,240.0
OLEIC ACID,JULPHAR,MEBO,JULPHAR,JULPHAR*,D03A9 OTH WOUND HEALING AGENTS,D03A WOUND HEALING AGENTS,D03 WOUND HEALING AGENTS,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2011.0,0000,DRE.40X60MM 5 .75 G,201103,75.0,M TOPIC DERMATOL HAEMOR EXTERN,MW TOP EXT MEDIC DRESSINGS,MWA TOP EXT PLASTERS WITH SUBST,649725.0,8663.0,589800.0,7864.0,556275.0,7417.0,727125.0,9695.0,145050.0,1934.0
OLEIC ACID,JULPHAR,MEBO,JULPHAR,JULPHAR*,D03A9 OTH WOUND HEALING AGENTS,D03A WOUND HEALING AGENTS,D03 WOUND HEALING AGENTS,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2014.0,0000,DR.100X100MM 5 2.15 G,201412,193.5,M TOPIC DERMATOL HAEMOR EXTERN,MW TOP EXT MEDIC DRESSINGS,MWA TOP EXT PLASTERS WITH SUBST,,,113199.0,585.0,402677.0,2081.0,324115.0,1675.0,76434.0,395.0
OLEIC ACID,LACORIUM HEALTH,FLEXITOL,LACORIUM HEALTH,LACORIUM HEALTH*,D02A0 EMOLLIENTS & PROTECTIVES,D02A EMOLLIENTS & PROTECTIVES,D02 EMOLLIENTS & PROTECTIVES,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2012.0,0000,FOOT CREAM 1 85 G,201205,31.0,M TOPIC DERMATOL HAEMOR EXTERN,MT TOP EXT CREAMS,MTA TOP EXT CREAMS N O S,290873.0,9383.0,304017.0,9807.0,260431.0,8401.0,215233.0,6943.0,74586.0,2406.0
OLEIC ACID,YAMANOUCHI,SBR REPAIR CREAM,ASTELLAS PHARMA,YAMANOUCHI*,D02A0 EMOLLIENTS & PROTECTIVES,D02A EMOLLIENTS & PROTECTIVES,D02 EMOLLIENTS & PROTECTIVES,D0 DERMATOLOGICALS,TOTAL MARKET,LPO,COMBI,2005.0,0000,CREAM 1 30 G,200501,53.0,M TOPIC DERMATOL HAEMOR EXTERN,MT TOP EXT CREAMS,MTA TOP EXT CREAMS N O S,,,530.0,10.0,530.0,10.0,,,,
OLEIC ACID,YAMANOUCHI,SBR REPAIR CREAM,ASTELLAS PHARMA,YAMANOUCHI*,D02A0 EMOLLIENTS & PROTECTIVES,D02A EMOLLIENTS & PROTECTIVES,D02 EMOLLIENTS & PROTECTIVES,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2005.0,0000,CREAM 1 30 G,200501,53.0,M TOPIC DERMATOL HAEMOR EXTERN,MT TOP EXT CREAMS,MTA TOP EXT CREAMS N O S,20670.0,390.0,22790.0,430.0,530.0,10.0,,,,
OLIGO ELEMENTS,URIAGE,URIAGE,PUIG,URIAGE*,D02A0 EMOLLIENTS & PROTECTIVES,D02A EMOLLIENTS & PROTECTIVES,D02 EMOLLIENTS & PROTECTIVES,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2017.0,0000,EXT RCH GL 1 500 ML,201710,101.0,M TOPIC DERMATOL HAEMOR EXTERN,MV TOP EXT GELS/SOLS,MVW TOP EXT WASH/SHOWER GELS,183012.0,1812.0,287345.0,2845.0,325321.0,3221.0,303202.0,3002.0,62620.0,620.0
OLIGO ELEMENTS,URIAGE,URIAGE HYSEAC,PUIG,URIAGE*,D11A0 OTHER DERMATOLOGICAL PREP,D11A OTHER DERMATOLOGICAL PREP,D11 OTHER DERMATOLOGICAL PREP,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2013.0,0000,CLEANSIN GEL 1 150 ML,201311,85.0,M TOPIC DERMATOL HAEMOR EXTERN,MV TOP EXT GELS/SOLS,MVW TOP EXT WASH/SHOWER GELS,499545.0,5877.0,566355.0,6663.0,819315.0,9639.0,1123955.0,13223.0,170510.0,2006.0
OLIGO ELEMENTS,URIAGE,URIAGE HYSEAC,PUIG,URIAGE*,D11A0 OTHER DERMATOLOGICAL PREP,D11A OTHER DERMATOLOGICAL PREP,D11 OTHER DERMATOLOGICAL PREP,D0 DERMATOLOGICALS,TOTAL MARKET,PRIVATE MARKET,COMBI,2016.0,0000,PASTE SOS 1 15 G,201612,89.0,M TOPIC DERMATOL HAEMOR EXTERN,MS TOP EXT OINTMENTS,MSB TOP EXT PASTES N O S,49039.0,551.0,74048.0,832.0,145248.0,1632.0,242258.0,2722.0,35422.0,398.0
OLIPUDASE ALFA,GENZYME,XENPOZYME,SANOFI,SANOFI*,A16A0 OTHER METABOLIC PRODUCTS,A16A OTHER METABOLIC PRODUCTS,A16 OTHER METABOLIC PRODUCTS,A0 ALIMENTARY T.& METABOLISM,TOTAL MARKET,LPO,MONO,2023.0,0020MG,DRY VIAL IV 20 MG 1,202301,19541.0,F PARENTERAL ORDINARY,FQ PARENT ORD INFUSIONS,FQD PARENT ORD INF DRY VIAL/BOTTLE,,,715755.0,36.0,957509.0,49.0,5276070.0,270.0,1993182.0,102.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT,ANNORA PHARMA,ANNORA PHARMA,C09C0 ANGIOTENSN-II ANTAG.PLAIN,C09C ANGIOTENSN-II ANTAG.PLAIN,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,MONO,2023.0,0020MG,F.C. TABS 20 MG 30,202302,41.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,178309.0,4349.0,80360.0,1960.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT,ANNORA PHARMA,ANNORA PHARMA,C09C0 ANGIOTENSN-II ANTAG.PLAIN,C09C ANGIOTENSN-II ANTAG.PLAIN,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,MONO,2023.0,0040MG,F.C. TABS 40 MG 30,202302,54.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,133091.0,2442.0,,
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT,ANNORA PHARMA,ANNORA PHARMA,C09C0 ANGIOTENSN-II ANTAG.PLAIN,C09C ANGIOTENSN-II ANTAG.PLAIN,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,MONO,2023.0,0020MG,F.C. TABS 20 MG 30,202302,41.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,230420.0,5620.0,541856.0,13216.0,816392.0,19912.0,19844.0,484.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT,ANNORA PHARMA,ANNORA PHARMA,C09C0 ANGIOTENSN-II ANTAG.PLAIN,C09C ANGIOTENSN-II ANTAG.PLAIN,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,MONO,2023.0,0040MG,F.C. TABS 40 MG 30,202302,54.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,177890.0,3264.0,410770.0,7537.0,563696.0,10343.0,38478.0,706.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT H,ANNORA PHARMA,ANNORA PHARMA,C09D1 AT2 ANTG COMB C2 &/O DIU,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,12.5MG,F.C. TABS20/ 12.5 MG 30,202511,43.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,4300.0,100.0,3741.0,87.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT H,ANNORA PHARMA,ANNORA PHARMA,C09D1 AT2 ANTG COMB C2 &/O DIU,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2025.0,12.5MG,F.C. TABS40/ 12.5 MG 30,202507,57.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,5809.0,101.0,9833.0,171.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-A,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,COMBI,2023.0,0005MG,F.C.T 20MG/ 5 MG 30,202309,48.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,217008.0,4521.0,69120.0,1440.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-A,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,COMBI,2023.0,0005MG,F.C.T 40MG/ 5 MG 30,202309,59.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,83300.0,1400.0,10413.0,175.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-A,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,COMBI,2023.0,0010MG,F.C.T 20MG/ 10 MG 30,202309,70.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,57106.0,810.0,13254.0,188.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-A,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,COMBI,2023.0,0010MG,F.C.T 40MG/ 10 MG 30,202309,68.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,62492.0,919.0,28356.0,417.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-A,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0005MG,F.C.T 20MG/ 5 MG 30,202309,48.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,160272.0,3339.0,43008.0,896.0,708096.0,14752.0,216480.0,4510.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-A,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0005MG,F.C.T 40MG/ 5 MG 30,202309,59.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,73424.0,1234.0,58490.0,983.0,518721.0,8718.0,230087.0,3867.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-A,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0010MG,F.C.T 20MG/ 10 MG 30,202309,70.5,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,59503.0,844.0,22561.0,320.0,187039.0,2653.0,20799.0,295.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-A,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,0010MG,F.C.T 40MG/ 10 MG 30,202309,68.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,69088.0,1016.0,25840.0,380.0,419560.0,6170.0,102204.0,1503.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-AH,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,COMBI,2023.0,12.5MG,F.C.T 20/5/ 12.5 MG 30,202304,41.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,31898.0,778.0,9635.0,235.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-AH,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,LPO,COMBI,2023.0,12.5MG,F.C.T 40/5/ 12.5 MG 32,202304,56.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,,,,,41048.0,733.0,,
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-AH,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,12.5MG,F.C.T 20/5/ 12.5 MG 30,202304,41.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,42230.0,1030.0,2829.0,69.0,24477.0,597.0,7380.0,180.0
OLMESARTAN MEDOXOMIL,ANNORA PHARMA,ARBOLT-AH,ANNORA PHARMA,ANNORA PHARMA,C09D3 AT2 ANTG COMB CALC ANTAG,C09D ANGIOTENSIN-II ANTAG.COMB,C09 AGNT REN-ANGIOTEN SYSTEM,C0 CARDIOVASCULAR SYSTEM,TOTAL MARKET,PRIVATE MARKET,COMBI,2023.0,12.5MG,F.C.T 40/5/ 12.5 MG 32,202304,56.0,A ORAL SOLID ORDINARY,AB ORAL S ORD COATED TABLETS,ABC ORAL S ORD FILM-COATED TABS,,,48104.0,859.0,3920.0,70.0,56840.0,1015.0,3752.0,67.0
